"",temperature,humidite,force_moyenne_du_vecteur_de_vent,force_du_vecteur_de_vent_max,pluie_intensite_max,date,quartier,sismicite,concentration_gaz,pluie_totale,catastrophe
2767,17.7,68.2,4.7,10.8,0.0,2170-03-04,3,0.91,191.99,9.25,3
2768,17.7,68.2,4.7,10.8,0.0,2170-03-04,4,0.69,159.98,386.32,0
2769,17.7,68.2,4.7,10.8,0.0,2170-03-04,5,0.54,147.6,521.6,0
2875,18.8,52.5,3.3,6.6,0.0,2170-03-05,1,0.9,266.35,40.53,2
2876,18.8,52.5,3.3,6.6,0.0,2170-03-05,2,0.66,287.84,437.62,0
2877,18.8,52.5,3.3,6.6,0.0,2170-03-05,3,0.85,293.79,675.97,2
2878,18.8,52.5,3.3,6.6,0.0,2170-03-05,4,0.32,101.65,619.23,3
2879,18.8,52.5,3.3,6.6,0.0,2170-03-05,5,0.53,187.47,103.34,0
2985,13.4,55.7,3.7,4.8,0.0,2170-03-06,1,0.82,206.56,300.56,2
2986,13.4,55.7,3.7,4.8,0.0,2170-03-06,2,0.51,219.07,8.79,0
2987,13.4,55.7,3.7,4.8,0.0,2170-03-06,3,0.77,273.24,168.32,2
2988,13.4,55.7,3.7,4.8,0.0,2170-03-06,4,0.44,118.48,445.98,0
2989,13.4,55.7,3.7,4.8,0.0,2170-03-06,5,0.52,146.69,325.45,0
3100,14.6,67.9,2.7,4.3,0.0,2170-03-07,1,0.88,167.3,204.88,3
3101,14.6,67.9,2.7,4.3,0.0,2170-03-07,2,0.55,242.85,510.88,0
3102,14.6,67.9,2.7,4.3,0.0,2170-03-07,3,0.71,158.64,660.89,3
3103,14.6,67.9,2.7,4.3,0.0,2170-03-07,4,0.63,127.24,90.19,0
3104,14.6,67.9,2.7,4.3,0.0,2170-03-07,5,0.48,187.97,168.1,0
3215,15.5,60.5,6.7,10.8,0.0,2170-03-08,1,0.69,277.33,331.39,2
3216,15.5,60.5,6.7,10.8,0.0,2170-03-08,2,0.54,163.59,962.33,0
3217,15.5,60.5,6.7,10.8,0.0,2170-03-08,3,0.7,172.93,124.16,3
3218,15.5,60.5,6.7,10.8,0.0,2170-03-08,4,0.37,116.41,392.26,0
3219,15.5,60.5,6.7,10.8,0.0,2170-03-08,5,0.33,103.85,774.77,0
3330,16.8,48.6,8.4,15.7,0.0,2170-03-09,1,0.55,229.91,773.3,3
3331,16.8,48.6,8.4,15.7,0.0,2170-03-09,2,0.56,172.72,872.98,0
3332,16.8,48.6,8.4,15.7,0.0,2170-03-09,3,0.74,238.77,695.64,2
3333,16.8,48.6,8.4,15.7,0.0,2170-03-09,4,0.43,195.39,43.6,0
3334,16.8,48.6,8.4,15.7,0.0,2170-03-09,5,0.49,118.2,738.28,0
165,15.7,56.2,3.2,4.1,0.0,2170-03-10,1,0.64,231.36,496.93,2
166,15.7,56.2,3.2,4.1,0.0,2170-03-10,2,1.0,152.92,228.0,0
167,15.7,56.2,3.2,4.1,0.0,2170-03-10,3,0.59,240.78,55.96,3
168,15.7,56.2,3.2,4.1,0.0,2170-03-10,4,0.36,124.0,183.29,3
169,15.7,56.2,3.2,4.1,0.0,2170-03-10,5,0.36,109.3,796.37,0
270,23.0,54.5,6.5,15.0,0.0,2170-03-11,1,0.85,254.19,569.04,2
271,23.0,54.5,6.5,15.0,0.0,2170-03-11,2,0.7,246.6,888.53,1
272,23.0,54.5,6.5,15.0,0.0,2170-03-11,3,0.59,252.63,640.41,3
273,23.0,54.5,6.5,15.0,0.0,2170-03-11,4,0.46,120.52,997.41,0
274,23.0,54.5,6.5,15.0,0.0,2170-03-11,5,0.51,165.46,318.93,0
380,10.4,59.9,5.1,5.2,0.0,2170-03-12,1,0.81,223.27,477.99,2
381,10.4,59.9,5.1,5.2,0.0,2170-03-12,2,0.74,215.76,634.07,1
382,10.4,59.9,5.1,5.2,0.0,2170-03-12,3,0.85,188.5,499.44,3
383,10.4,59.9,5.1,5.2,0.0,2170-03-12,4,0.34,109.7,335.33,0
384,10.4,59.9,5.1,5.2,0.0,2170-03-12,5,0.51,107.41,540.81,0
490,19.6,54.6,12.8,21.9,0.0,2170-03-13,1,0.72,292.88,525.57,2
491,19.6,54.6,12.8,21.9,0.0,2170-03-13,2,0.85,263.15,511.13,1
492,19.6,54.6,12.8,21.9,0.0,2170-03-13,3,0.54,258.8,195.69,3
493,19.6,54.6,12.8,21.9,0.0,2170-03-13,4,0.45,189.43,742.27,0
494,19.6,54.6,12.8,21.9,0.0,2170-03-13,5,0.38,151.28,503.54,0
600,15.5,56.7,11.3,19.1,0.1,2170-03-14,1,0.84,297.36,40.77,2
601,15.5,56.7,11.3,19.1,0.1,2170-03-14,2,0.91,183.21,880.7,0
602,15.5,56.7,11.3,19.1,0.1,2170-03-14,3,0.76,209.89,491.59,2
603,15.5,56.7,11.3,19.1,0.1,2170-03-14,4,0.32,182.37,963.18,0
604,15.5,56.7,11.3,19.1,0.1,2170-03-14,5,0.5,168.42,728.02,0
710,13.3,72.6,14.4,25.2,0.0,2170-03-15,1,0.65,267.0,540.38,2
711,13.3,72.6,14.4,25.2,0.0,2170-03-15,2,0.86,268.48,189.71,1
712,13.3,72.6,14.4,25.2,0.0,2170-03-15,3,0.9,244.67,428.47,2
713,13.3,72.6,14.4,25.2,0.0,2170-03-15,4,0.48,188.35,585.57,3
714,13.3,72.6,14.4,25.2,0.0,2170-03-15,5,0.55,106.93,539.76,0
815,14.2,55.1,11.9,19.9,0.0,2170-03-16,1,0.88,236.92,135.42,3
816,14.2,55.1,11.9,19.9,0.0,2170-03-16,2,0.98,183.88,377.21,0
817,14.2,55.1,11.9,19.9,0.0,2170-03-16,3,0.92,252.59,96.0,2
818,14.2,55.1,11.9,19.9,0.0,2170-03-16,4,0.54,194.84,89.59,0
819,14.2,55.1,11.9,19.9,0.0,2170-03-16,5,0.65,154.93,475.24,0
925,20.0,52.2,9.6,20.3,0.0,2170-03-17,1,0.6,234.85,6.24,3
926,20.0,52.2,9.6,20.3,0.0,2170-03-17,2,0.59,166.6,631.72,0
927,20.0,52.2,9.6,20.3,0.0,2170-03-17,3,0.61,295.81,760.25,2
928,20.0,52.2,9.6,20.3,0.0,2170-03-17,4,0.51,133.07,49.1,0
929,20.0,52.2,9.6,20.3,0.0,2170-03-17,5,0.53,141.0,690.3,0
1035,13.1,54.1,4.9,12.2,0.0,2170-03-18,1,0.83,288.47,380.44,2
1036,13.1,54.1,4.9,12.2,0.0,2170-03-18,2,0.68,269.04,863.51,3
1037,13.1,54.1,4.9,12.2,0.0,2170-03-18,3,0.72,210.96,164.26,2
1038,13.1,54.1,4.9,12.2,0.0,2170-03-18,4,0.61,176.79,837.5,3
1039,13.1,54.1,4.9,12.2,0.0,2170-03-18,5,0.68,182.05,94.64,3
1145,9.0,63.2,7.4,11.1,0.0,2170-03-19,1,1.0,196.4,37.63,3
1146,9.0,63.2,7.4,11.1,0.0,2170-03-19,2,0.51,242.86,920.27,3
1147,9.0,63.2,7.4,11.1,0.0,2170-03-19,3,0.65,218.41,424.75,2
1148,9.0,63.2,7.4,11.1,0.0,2170-03-19,4,0.55,189.04,950.51,0
1149,9.0,63.2,7.4,11.1,0.0,2170-03-19,5,0.46,152.54,676.64,0
1360,11.8,47.3,7.6,17.5,0.0,2170-03-20,1,0.53,248.24,240.12,3
1361,11.8,47.3,7.6,17.5,0.0,2170-03-20,2,0.55,242.74,824.87,0
1362,11.8,47.3,7.6,17.5,0.0,2170-03-20,3,0.81,291.96,712.34,2
1363,11.8,47.3,7.6,17.5,0.0,2170-03-20,4,0.64,104.49,328.88,0
1364,11.8,47.3,7.6,17.5,0.0,2170-03-20,5,0.45,120.77,863.88,0
1475,12.8,45.5,12.7,25.6,0.0,2170-03-21,1,0.53,178.55,619.63,3
1476,12.8,45.5,12.7,25.6,0.0,2170-03-21,2,0.59,205.68,906.75,0
1477,12.8,45.5,12.7,25.6,0.0,2170-03-21,3,0.75,247.58,526.17,3
1478,12.8,45.5,12.7,25.6,0.0,2170-03-21,4,0.36,165.68,162.57,0
1479,12.8,45.5,12.7,25.6,0.0,2170-03-21,5,0.69,133.5,248.27,0
1585,16.7,60.3,7.6,15.7,0.0,2170-03-22,1,0.97,247.17,14.68,2
1586,16.7,60.3,7.6,15.7,0.0,2170-03-22,2,0.97,200.66,6.35,1
1587,16.7,60.3,7.6,15.7,0.0,2170-03-22,3,0.75,231.42,737.96,2
1588,16.7,60.3,7.6,15.7,0.0,2170-03-22,4,0.45,136.74,360.51,0
1589,16.7,60.3,7.6,15.7,0.0,2170-03-22,5,0.66,189.69,796.57,0
1695,17.3,53.5,4.5,6.0,0.0,2170-03-23,1,0.56,252.07,325.81,3
1696,17.3,53.5,4.5,6.0,0.0,2170-03-23,2,0.64,278.72,832.08,1
1697,17.3,53.5,4.5,6.0,0.0,2170-03-23,3,0.6,235.41,567.21,3
1698,17.3,53.5,4.5,6.0,0.0,2170-03-23,4,0.31,137.74,579.7,0
1699,17.3,53.5,4.5,6.0,0.0,2170-03-23,5,0.33,193.28,685.55,0
1810,18.6,48.7,4.9,6.9,0.0,2170-03-24,1,0.87,225.41,260.05,2
1811,18.6,48.7,4.9,6.9,0.0,2170-03-24,2,0.66,155.19,174.55,0
1812,18.6,48.7,4.9,6.9,0.0,2170-03-24,3,0.55,182.37,179.35,3
1813,18.6,48.7,4.9,6.9,0.0,2170-03-24,4,0.55,185.16,763.55,0
1814,18.6,48.7,4.9,6.9,0.0,2170-03-24,5,0.41,159.55,17.81,0
1925,19.6,59.0,3.6,7.3,0.0,2170-03-25,1,0.83,151.05,378.17,3
1926,19.6,59.0,3.6,7.3,0.0,2170-03-25,2,0.55,228.48,178.33,0
1927,19.6,59.0,3.6,7.3,0.0,2170-03-25,3,0.6,183.51,71.35,3
1928,19.6,59.0,3.6,7.3,0.0,2170-03-25,4,0.62,138.2,647.98,3
1929,19.6,59.0,3.6,7.3,0.0,2170-03-25,5,0.59,153.89,439.86,0
2040,22.0,52.1,8.4,14.3,0.0,2170-03-26,1,0.78,252.49,60.54,2
2041,22.0,52.1,8.4,14.3,0.0,2170-03-26,2,0.79,257.96,553.59,1
2042,22.0,52.1,8.4,14.3,0.0,2170-03-26,3,0.63,236.8,632.65,2
2043,22.0,52.1,8.4,14.3,0.0,2170-03-26,4,0.36,198.39,609.07,0
2044,22.0,52.1,8.4,14.3,0.0,2170-03-26,5,0.4,159.14,981.37,0
2155,17.9,49.1,4.5,8.3,0.0,2170-03-27,1,0.53,235.06,2.27,3
2156,17.9,49.1,4.5,8.3,0.0,2170-03-27,2,0.72,284.69,690.41,1
2157,17.9,49.1,4.5,8.3,0.0,2170-03-27,3,0.94,215.31,682.18,2
2158,17.9,49.1,4.5,8.3,0.0,2170-03-27,4,0.48,153.27,934.88,0
2159,17.9,49.1,4.5,8.3,0.0,2170-03-27,5,0.41,127.91,17.41,0
2265,18.2,48.9,5.4,8.6,0.0,2170-03-28,1,0.96,223.45,313.21,2
2266,18.2,48.9,5.4,8.6,0.0,2170-03-28,2,0.79,269.49,147.27,1
2267,18.2,48.9,5.4,8.6,0.0,2170-03-28,3,0.58,209.05,107.51,3
2268,18.2,48.9,5.4,8.6,0.0,2170-03-28,4,0.3,182.32,640.75,3
2269,18.2,48.9,5.4,8.6,0.0,2170-03-28,5,0.67,172.62,34.45,3
2370,18.3,43.8,7.5,21.6,0.0,2170-03-29,1,0.54,158.98,299.11,3
2371,18.3,43.8,7.5,21.6,0.0,2170-03-29,2,0.83,174.84,811.39,0
2372,18.3,43.8,7.5,21.6,0.0,2170-03-29,3,0.98,209.33,139.5,3
2373,18.3,43.8,7.5,21.6,0.0,2170-03-29,4,0.55,161.12,452.76,0
2374,18.3,43.8,7.5,21.6,0.0,2170-03-29,5,0.38,128.94,627.53,3
2590,22.3,41.7,8.0,21.0,0.0,2170-03-30,1,0.53,174.92,379.15,3
2591,22.3,41.7,8.0,21.0,0.0,2170-03-30,2,0.71,249.41,315.81,0
2592,22.3,41.7,8.0,21.0,0.0,2170-03-30,3,0.77,261.97,555.89,2
2593,22.3,41.7,8.0,21.0,0.0,2170-03-30,4,0.51,188.65,760.25,0
2594,22.3,41.7,8.0,21.0,0.0,2170-03-30,5,0.46,132.83,531.45,0
2680,19.8,36.2,7.5,18.8,0.0,2170-03-31,1,0.94,150.47,542.57,3
2681,19.8,36.2,7.5,18.8,0.0,2170-03-31,2,0.8,152.55,971.26,3
2682,19.8,36.2,7.5,18.8,0.0,2170-03-31,3,0.94,184.33,10.45,3
2683,19.8,36.2,7.5,18.8,0.0,2170-03-31,4,0.69,102.57,58.61,0
2684,19.8,36.2,7.5,18.8,0.0,2170-03-31,5,0.5,179.54,648.92,0
60,26.0,41.0,7.3,22.1,0.0,2170-04-01,1,0.6,278.82,267.69,3
61,26.0,41.0,7.3,22.1,0.0,2170-04-01,2,0.93,179.43,18.79,0
62,26.0,41.0,7.3,22.1,0.0,2170-04-01,3,1.0,241.61,0.71,2
63,26.0,41.0,7.3,22.1,0.0,2170-04-01,4,0.38,148.84,524.11,0
64,26.0,41.0,7.3,22.1,0.0,2170-04-01,5,0.66,172.55,893.32,3
1260,20.9,45.8,6.0,11.0,0.0,2170-04-02,1,0.96,244.47,509.3,3
1261,20.9,45.8,6.0,11.0,0.0,2170-04-02,2,0.67,228.32,127.71,1
1262,20.9,45.8,6.0,11.0,0.0,2170-04-02,3,0.52,254.38,190.23,3
1263,20.9,45.8,6.0,11.0,0.0,2170-04-02,4,0.43,151.81,799.77,0
1264,20.9,45.8,6.0,11.0,0.0,2170-04-02,5,0.47,123.91,686.01,0
2495,20.4,46.3,8.6,17.8,0.0,2170-04-03,1,0.59,172.17,276.32,3
2496,20.4,46.3,8.6,17.8,0.0,2170-04-03,2,0.98,207.99,937.64,1
2497,20.4,46.3,8.6,17.8,0.0,2170-04-03,3,0.64,290.14,87.11,2
2498,20.4,46.3,8.6,17.8,0.0,2170-04-03,4,0.41,174.0,681.79,0
2499,20.4,46.3,8.6,17.8,0.0,2170-04-03,5,0.62,142.99,936.29,3
2775,17.8,50.0,5.2,10.1,0.0,2170-04-04,1,0.88,212.68,388.08,2
2776,17.8,50.0,5.2,10.1,0.0,2170-04-04,2,0.51,169.5,518.72,0
2777,17.8,50.0,5.2,10.1,0.0,2170-04-04,3,0.58,226.62,443.8,3
2778,17.8,50.0,5.2,10.1,0.0,2170-04-04,4,0.42,130.79,747.22,0
2779,17.8,50.0,5.2,10.1,0.0,2170-04-04,5,0.52,178.79,50.39,0
2885,25.9,34.5,13.0,25.7,0.0,2170-04-05,1,0.55,165.4,759.7,3
2886,25.9,34.5,13.0,25.7,0.0,2170-04-05,2,0.76,288.78,829.77,1
2887,25.9,34.5,13.0,25.7,0.0,2170-04-05,3,0.94,178.27,444.42,3
2888,25.9,34.5,13.0,25.7,0.0,2170-04-05,4,0.62,153.85,786.64,0
2889,25.9,34.5,13.0,25.7,0.0,2170-04-05,5,0.31,141.08,41.19,3
2995,16.1,29.7,6.0,17.1,0.0,2170-04-06,1,0.53,274.1,170.99,3
2996,16.1,29.7,6.0,17.1,0.0,2170-04-06,2,0.71,168.3,0.83,3
2997,16.1,29.7,6.0,17.1,0.0,2170-04-06,3,0.56,202.73,403.45,3
2998,16.1,29.7,6.0,17.1,0.0,2170-04-06,4,0.35,127.36,739.34,0
2999,16.1,29.7,6.0,17.1,0.0,2170-04-06,5,0.34,106.76,621.28,0
3110,14.2,30.0,4.9,9.3,0.0,2170-04-07,1,0.82,215.09,534.44,3
3111,14.2,30.0,4.9,9.3,0.0,2170-04-07,2,0.92,260.38,266.58,1
3112,14.2,30.0,4.9,9.3,0.0,2170-04-07,3,0.6,273.08,681.0,3
3113,14.2,30.0,4.9,9.3,0.0,2170-04-07,4,0.49,171.46,392.26,0
3114,14.2,30.0,4.9,9.3,0.0,2170-04-07,5,0.44,109.72,465.59,0
3225,19.3,32.1,7.5,17.4,0.0,2170-04-08,1,0.85,155.77,366.41,3
3226,19.3,32.1,7.5,17.4,0.0,2170-04-08,2,1.0,287.4,165.07,1
3227,19.3,32.1,7.5,17.4,0.0,2170-04-08,3,0.92,200.08,633.23,2
3228,19.3,32.1,7.5,17.4,0.0,2170-04-08,4,0.54,188.61,10.67,0
3229,19.3,32.1,7.5,17.4,0.0,2170-04-08,5,0.38,171.31,289.95,3
3340,18.4,51.3,11.1,28.0,0.0,2170-04-09,1,0.79,269.62,779.59,2
3341,18.4,51.3,11.1,28.0,0.0,2170-04-09,2,0.82,163.98,470.83,0
3342,18.4,51.3,11.1,28.0,0.0,2170-04-09,3,0.54,234.1,345.38,3
3343,18.4,51.3,11.1,28.0,0.0,2170-04-09,4,0.41,135.89,773.77,0
3344,18.4,51.3,11.1,28.0,0.0,2170-04-09,5,0.57,122.51,248.51,3
175,19.6,57.2,8.3,21.6,0.0,2170-04-10,1,0.82,152.31,51.04,3
176,19.6,57.2,8.3,21.6,0.0,2170-04-10,2,0.65,237.45,831.52,3
177,19.6,57.2,8.3,21.6,0.0,2170-04-10,3,0.64,152.67,626.99,3
178,19.6,57.2,8.3,21.6,0.0,2170-04-10,4,0.68,171.93,404.84,0
179,19.6,57.2,8.3,21.6,0.0,2170-04-10,5,0.43,171.03,588.02,0
280,11.6,64.6,9.5,16.8,0.0,2170-04-11,1,0.83,209.61,306.66,3
281,11.6,64.6,9.5,16.8,0.0,2170-04-11,2,0.57,250.86,5.0,0
282,11.6,64.6,9.5,16.8,0.0,2170-04-11,3,0.83,173.38,329.82,3
283,11.6,64.6,9.5,16.8,0.0,2170-04-11,4,0.63,165.22,423.02,0
284,11.6,64.6,9.5,16.8,0.0,2170-04-11,5,0.57,160.67,260.23,3
390,18.1,51.9,6.2,12.9,0.0,2170-04-12,1,0.84,152.69,174.6,3
391,18.1,51.9,6.2,12.9,0.0,2170-04-12,2,0.53,150.45,780.03,0
392,18.1,51.9,6.2,12.9,0.0,2170-04-12,3,0.51,216.15,118.61,3
393,18.1,51.9,6.2,12.9,0.0,2170-04-12,4,0.39,140.91,906.67,3
394,18.1,51.9,6.2,12.9,0.0,2170-04-12,5,0.57,173.8,220.17,0
500,18.1,39.6,4.0,6.6,0.0,2170-04-13,1,0.97,195.78,678.58,3
501,18.1,39.6,4.0,6.6,0.0,2170-04-13,2,0.54,254.13,798.55,0
502,18.1,39.6,4.0,6.6,0.0,2170-04-13,3,0.98,219.07,799.87,2
503,18.1,39.6,4.0,6.6,0.0,2170-04-13,4,0.69,184.14,372.24,0
504,18.1,39.6,4.0,6.6,0.0,2170-04-13,5,0.36,141.91,248.96,0
610,20.8,40.8,4.2,7.5,0.0,2170-04-14,1,0.93,260.13,17.23,2
611,20.8,40.8,4.2,7.5,0.0,2170-04-14,2,0.74,299.13,51.46,1
612,20.8,40.8,4.2,7.5,0.0,2170-04-14,3,0.73,280.85,650.54,2
613,20.8,40.8,4.2,7.5,0.0,2170-04-14,4,0.31,145.79,639.14,3
614,20.8,40.8,4.2,7.5,0.0,2170-04-14,5,0.67,151.83,178.01,0
720,15.9,38.3,4.0,7.0,0.0,2170-04-15,1,0.91,205.03,600.04,2
721,15.9,38.3,4.0,7.0,0.0,2170-04-15,2,0.59,216.42,325.19,3
722,15.9,38.3,4.0,7.0,0.0,2170-04-15,3,0.73,152.33,69.36,3
723,15.9,38.3,4.0,7.0,0.0,2170-04-15,4,0.37,154.1,609.18,3
724,15.9,38.3,4.0,7.0,0.0,2170-04-15,5,0.34,125.82,663.49,0
825,17.2,37.8,4.7,10.4,0.0,2170-04-16,1,0.72,205.01,412.77,2
826,17.2,37.8,4.7,10.4,0.0,2170-04-16,2,0.55,266.24,519.0,3
827,17.2,37.8,4.7,10.4,0.0,2170-04-16,3,0.86,234.74,381.09,2
828,17.2,37.8,4.7,10.4,0.0,2170-04-16,4,0.47,135.74,170.07,3
829,17.2,37.8,4.7,10.4,0.0,2170-04-16,5,0.36,111.34,872.13,3
935,15.1,37.8,10.3,17.4,0.0,2170-04-17,1,0.79,224.35,474.51,2
936,15.1,37.8,10.3,17.4,0.0,2170-04-17,2,0.63,285.94,17.83,1
937,15.1,37.8,10.3,17.4,0.0,2170-04-17,3,0.99,218.02,530.39,3
938,15.1,37.8,10.3,17.4,0.0,2170-04-17,4,0.61,197.95,343.49,0
939,15.1,37.8,10.3,17.4,0.0,2170-04-17,5,0.55,198.47,656.26,3
1045,18.1,44.2,7.4,13.6,0.0,2170-04-18,1,0.82,269.02,97.51,3
1046,18.1,44.2,7.4,13.6,0.0,2170-04-18,2,0.77,214.18,458.59,2
1047,18.1,44.2,7.4,13.6,0.0,2170-04-18,3,0.59,191.85,792.31,3
1048,18.1,44.2,7.4,13.6,0.0,2170-04-18,4,0.35,118.0,976.5,0
1049,18.1,44.2,7.4,13.6,0.0,2170-04-18,5,0.6,185.61,876.58,0
1155,23.3,31.6,4.6,8.0,0.0,2170-04-19,1,0.5,173.42,601.12,3
1156,23.3,31.6,4.6,8.0,0.0,2170-04-19,2,0.87,238.03,485.83,2
1157,23.3,31.6,4.6,8.0,0.0,2170-04-19,3,0.79,291.97,254.55,2
1158,23.3,31.6,4.6,8.0,0.0,2170-04-19,4,0.5,194.29,911.52,0
1159,23.3,31.6,4.6,8.0,0.0,2170-04-19,5,0.56,147.29,315.02,3
1370,23.3,42.4,4.2,7.1,0.0,2170-04-20,1,0.65,155.32,707.67,3
1371,23.3,42.4,4.2,7.1,0.0,2170-04-20,2,0.64,232.69,626.09,1
1372,23.3,42.4,4.2,7.1,0.0,2170-04-20,3,0.7,260.79,173.68,2
1373,23.3,42.4,4.2,7.1,0.0,2170-04-20,4,0.36,138.44,978.03,0
1374,23.3,42.4,4.2,7.1,0.0,2170-04-20,5,0.62,154.96,833.13,0
1485,22.0,45.9,5.2,14.2,0.0,2170-04-21,1,0.67,171.71,426.87,3
1486,22.0,45.9,5.2,14.2,0.0,2170-04-21,2,0.67,167.02,826.5,3
1487,22.0,45.9,5.2,14.2,0.0,2170-04-21,3,0.71,159.34,11.54,3
1488,22.0,45.9,5.2,14.2,0.0,2170-04-21,4,0.57,179.33,126.68,0
1489,22.0,45.9,5.2,14.2,0.0,2170-04-21,5,0.4,143.31,863.44,0
1705,10.6,19.2,7.3,16.1,0.0,2170-04-23,1,0.74,203.0,426.02,3
1706,10.6,19.2,7.3,16.1,0.0,2170-04-23,2,0.7,231.25,799.93,3
1707,10.6,19.2,7.3,16.1,0.0,2170-04-23,3,0.6,176.72,134.86,3
1708,10.6,19.2,7.3,16.1,0.0,2170-04-23,4,0.65,171.82,460.57,3
1709,10.6,19.2,7.3,16.1,0.0,2170-04-23,5,0.52,150.76,477.41,0
1820,30.1,31.6,6.9,20.7,0.0,2170-04-24,1,0.54,179.56,46.84,3
1821,30.1,31.6,6.9,20.7,0.0,2170-04-24,2,0.67,224.12,607.69,3
1822,30.1,31.6,6.9,20.7,0.0,2170-04-24,3,0.91,273.68,218.97,2
1823,30.1,31.6,6.9,20.7,0.0,2170-04-24,4,0.57,198.62,813.86,0
1824,30.1,31.6,6.9,20.7,0.0,2170-04-24,5,0.68,139.12,566.93,0
1935,19.7,51.6,6.6,19.1,0.0,2170-04-25,1,0.77,192.77,735.46,3
1936,19.7,51.6,6.6,19.1,0.0,2170-04-25,2,0.62,256.26,366.51,0
1937,19.7,51.6,6.6,19.1,0.0,2170-04-25,3,0.94,169.01,134.21,3
1938,19.7,51.6,6.6,19.1,0.0,2170-04-25,4,0.39,198.46,281.3,0
1939,19.7,51.6,6.6,19.1,0.0,2170-04-25,5,0.38,129.91,581.33,0
2050,22.9,61.3,3.5,8.4,0.1,2170-04-26,1,0.55,199.33,110.94,3
2051,22.9,61.3,3.5,8.4,0.1,2170-04-26,2,0.73,278.23,85.51,1
2052,22.9,61.3,3.5,8.4,0.1,2170-04-26,3,0.78,175.42,12.12,3
2053,22.9,61.3,3.5,8.4,0.1,2170-04-26,4,0.56,112.57,134.12,3
2054,22.9,61.3,3.5,8.4,0.1,2170-04-26,5,0.56,137.31,182.49,3
2165,21.2,71.0,3.3,3.3,0.0,2170-04-27,1,0.95,187.91,210.66,3
2166,21.2,71.0,3.3,3.3,0.0,2170-04-27,2,0.89,172.29,758.62,0
2167,21.2,71.0,3.3,3.3,0.0,2170-04-27,3,0.83,263.2,134.89,2
2168,21.2,71.0,3.3,3.3,0.0,2170-04-27,4,0.49,126.33,574.87,0
2169,21.2,71.0,3.3,3.3,0.0,2170-04-27,5,0.45,126.01,22.59,0
2275,19.7,72.1,4.7,6.6,0.0,2170-04-28,1,0.78,154.36,457.73,3
2276,19.7,72.1,4.7,6.6,0.0,2170-04-28,2,0.56,195.18,518.01,3
2277,19.7,72.1,4.7,6.6,0.0,2170-04-28,3,0.98,276.77,25.95,2
2278,19.7,72.1,4.7,6.6,0.0,2170-04-28,4,0.39,142.05,268.2,0
2279,19.7,72.1,4.7,6.6,0.0,2170-04-28,5,0.58,131.66,771.08,3
2380,18.4,55.9,4.0,6.0,0.0,2170-04-29,1,0.98,245.38,374.9,2
2381,18.4,55.9,4.0,6.0,0.0,2170-04-29,2,0.79,298.06,798.34,1
2382,18.4,55.9,4.0,6.0,0.0,2170-04-29,3,0.61,263.24,301.55,2
2383,18.4,55.9,4.0,6.0,0.0,2170-04-29,4,0.31,110.95,389.75,0
2384,18.4,55.9,4.0,6.0,0.0,2170-04-29,5,0.57,190.22,947.93,0
2600,18.2,63.8,4.5,7.3,0.0,2170-04-30,1,0.85,189.74,699.76,3
2601,18.2,63.8,4.5,7.3,0.0,2170-04-30,2,0.76,234.3,326.05,1
2602,18.2,63.8,4.5,7.3,0.0,2170-04-30,3,0.57,271.8,783.78,3
2603,18.2,63.8,4.5,7.3,0.0,2170-04-30,4,0.41,147.28,772.16,0
2604,18.2,63.8,4.5,7.3,0.0,2170-04-30,5,0.65,171.19,807.2,0
70,19.2,68.2,7.4,14.4,0.1,2170-05-01,1,0.85,156.78,109.61,3
71,19.2,68.2,7.4,14.4,0.1,2170-05-01,2,0.52,156.65,229.35,0
72,19.2,68.2,7.4,14.4,0.1,2170-05-01,3,0.94,200.52,254.95,3
73,19.2,68.2,7.4,14.4,0.1,2170-05-01,4,0.59,142.59,590.7,3
74,19.2,68.2,7.4,14.4,0.1,2170-05-01,5,0.68,184.55,846.31,0
1270,18.6,47.0,5.4,9.4,0.0,2170-05-02,1,0.99,280.14,398.18,2
1271,18.6,47.0,5.4,9.4,0.0,2170-05-02,2,0.58,296.19,318.99,0
1272,18.6,47.0,5.4,9.4,0.0,2170-05-02,3,0.78,245.91,565.13,2
1273,18.6,47.0,5.4,9.4,0.0,2170-05-02,4,0.58,152.75,455.22,0
1274,18.6,47.0,5.4,9.4,0.0,2170-05-02,5,0.52,146.26,489.1,3
2505,23.7,39.6,3.8,7.6,0.0,2170-05-03,1,0.95,234.15,745.06,3
2506,23.7,39.6,3.8,7.6,0.0,2170-05-03,2,0.72,276.72,329.57,3
2507,23.7,39.6,3.8,7.6,0.0,2170-05-03,3,0.52,247.04,183.16,3
2508,23.7,39.6,3.8,7.6,0.0,2170-05-03,4,0.58,104.81,515.54,0
2509,23.7,39.6,3.8,7.6,0.0,2170-05-03,5,0.61,177.44,377.38,3
2785,20.6,47.9,6.2,13.4,0.0,2170-05-04,1,0.66,165.81,727.96,3
2786,20.6,47.9,6.2,13.4,0.0,2170-05-04,2,0.86,245.18,995.75,1
2787,20.6,47.9,6.2,13.4,0.0,2170-05-04,3,0.67,161.58,392.4,3
2788,20.6,47.9,6.2,13.4,0.0,2170-05-04,4,0.57,199.5,318.48,0
2789,20.6,47.9,6.2,13.4,0.0,2170-05-04,5,0.54,125.22,237.02,3
2895,15.3,70.7,2.9,1.2,0.0,2170-05-05,1,0.51,248.64,178.73,3
